musicId,lrc_text,Arousal(mean),Valence(mean)
551,"And Lil Metro on that beat. Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. They sendin' all my homies on a mission. And I ain't tryna miss out on these millions. . I jumped out of that Wraith, Kodak bought a Wraith. I get any girl I want, any girl I want. She want me to save the day, but I ain't got a cape. She wanna see me everyday, she wanna be my bae. That money make me cum it made me fornicate. Uh, I'm the shit, I need some toilet paper. Follow my player rules then we gon' be okay. On the real, I need a bih' who gon' cooperate. . Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. Right now I gotta keep a tunnel vision. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. Right now I gotta keep a tunnel vision. They sendin' all my homies on a mission. And I ain't tryna miss out on these millions. . I told you niggas, I'm gon' be that ****in' nigga. Everything be good 'til you doin' better than 'em. They wanna see a nigga shot or see me in the system. All you niggas out here poison like snake venom. Codeine in my liver, rockin' Balenciaga denim. I'm booted even when I'm sober, I don't need a jigga. They sendin' all my niggas on a ****in' journey. I told that baby to come over 'cause I'm ****ing horny. My mama told me kill these niggas, son keep it goin'. I'm thug to the bone, but I'm still her baby boy. Lil Kodak, boy they hate to see you in a foreign. They miss when you was in that 'Yota kickin' door. . Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. Lil Kodak they don't like to see you winnin'. They wanna see you in the penitentiary. I need me a lil' baby who gon' listen. Girl I don't wanna be the one you iggin'. My mama told me, ""Boy make a decision"". Right now I gotta keep a tunnel vision. They sendin' all my homies on a mission. And I ain't tryna miss out on these millions.",0.2875,0.375
237,"Yeah, yeah. Dropped outta school now we dumb rich (dumb rich). This sound like some forty-three-oh-one ******t (one ******t). All my ******s wanna do is pop style (pop style). Turn my birthday into a lifestyle (a lifestyle). Tell my mom I love her if I do not make it (do not make it). Got so many chains they call me Chaining Tatum. (They do, they do). And I like to finish what you think you started. Man you boys just got to Hollywood, you boys just started. You don't know what you just started. All I do is hang with the young and heartless. All this for my family, man, I try my hardest. It's all I ever did and look where it got him. Yeah, you've been on my mind lately. You've still got my number, girl you need to call me. I feel like they wanna see me learn the hard way. But you know I always handle that one my way. Girl let me rock, rock, rock, rock, rock your body. Justin Timberlake and then I hit the highway. I can't trust no ******' body. They still out to get me cause they never got me. They still out to get me, they don't get it. I can not be got, and that's a given. They like Pablo, ""why are all the windows tinted on your Tahoe?. Why do you know every single ****** that I know?. Why can't you just shut your mouth and take the high road?. ****** if I know, that's that Chicago. South, south, side, that's the motto. Cop a crib and spend ten million on remodel. Take the devils out my life and preach the gospel, cause I know. We went way, way past the line of scrimmage, aye. Throne is back up in it, aye. In the field like Emmitt, aye, y'all get so offended, aye. I be blacking out, I ain't backing out. Jay about his business, and I'ma let you finish but I.... I just, I just, I just, I just wanna rock your body. Take you to the garage and do some karate. Chop it, chop it, chop it, chop it sipping sake. Throw a thick ****** on a Kawasaki (Perfect). Dropped outta school now we dumb rich (dumb rich). This sound like some forty-three-oh-one ******t (one ******t). All my ******s wanna do is pop style (pop style). Turn my birthday into a lifestyle (lifestyle).",0.525,0.3125
592,"I torture you. Take my hand through the flames. I torture you. I'm a slave to your games. I'm just a sucker for pain. I wanna chain you up. I wanna tie you down. I'm just a sucker for pain. I'm a sucker for pain. I got the squad tatted on me from my neck to my ankles. Pressure from the man got us all in rebellion. We gon' go to war, yeah, without failure. Do it for the fam, dog, ten toes down, dog. Love and the loyalty that's what we stand for. Alienated by society, all this pressure give me anxiety. Walk slow through the fire. Like, who gon' try us?. Feeling the world go against us. So we put the world on our shoulders. I torture you. Take my hand through the flames. I torture you. I'm a slave to your games. I'm just a sucker for pain. I wanna chain you up. I wanna tie you down. I'm just a sucker for pain. I been at it with my homies. it don't matter, you don't know m. I been rollin' with my team, we the illest on the scene. I been riding 'round the city with my squad. I been riding 'round the city with my squad. We just posted, getting crazy, living like this is so amazing. Hold up take a step back, when we roll up, cause I know what. We been loyal, we been fam, we the ones you trust in. Won't hesitate to go straight to your head like a concussion. I know I been bustin', no discussion for my family. No hesitation, through my scope I see my enemy. Like what's up? Hold up, we finna re-load up. Yes I re-load up, I know what up, I know what up. I torture you. Take my hand through the flames. I torture you. I'm a slave to your games. I'm just a sucker for pain. I wanna chain you up. I wanna tie you down. I'm just a sucker for pain. I'm devoted to destruction. A full dosage of detrimental dysfunction. I'm dying slow but the devil tryna rush me. See I'm a fool for pain, I'm a dummy. Might cut my head off right after I slit my throat. Tongue kiss a shark, got jealous ******es up in the boat. Eating peanut butter and jelly fishes on toast. And if I get stung I get stoked, might choke. Like I chewed a chunk of charcoal. Naked in the North Pole. That's why my heart cold, full of sorrow, the lost soul. And only Lord knows when I'm coming to the crossroads. So I don't fear *******t but tomorrow. And I'm a sucker for pain, it ain't nothing but pain. You just ******' complain, you ain't tough as you claim. Just stay up in your lane, just don't ****** with Lil Wayne. I'mma jump from a plane or stand in front of a train. Cause I'm a sucker for pain. Used to doing bad, now we feel like we just now getting it. Ain't got no other way so we started and finished it. No pain, no gain. Never stand down, made our own way. Never going slow, we pick up the pace. This is what we wanted from a young age. No emotion, that's what business is. Lord have mercy on the witnesses. I torture you. Take my hand through the flames. I torture you. I'm just a sucker for pain. More pain. Got me begging, begging, begging, begging, begging. For more pain. Got me begging, begging, begging, begging, begging. For more pain. Got me begging, begging, begging, begging, begging. For more pain. Got me begging.",0.4125,0.4125
431,"Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Sometimes you worry bout the things he can provide for ya. Whenever you around I seem to come alive for ya. I finally recognize the feelings that's inside for ya. Although I know your man and trust me he would die for ya. These quiet thoughts of you been going on for years now. I saw you in the party soft lips soft spoken. I came and talked to you but homie interfered now. He introduced you as his girl and I was heartbroken. Some people talk about that love at first sight shit. To keep it real I don't know whether I believe it's true. But if it is than tell me if I'm wrong or right. If I fell in love with you before I ever even knew. I catch your eye then look away as if it never happened. At times I feel as though I'm caught up in a strange dream. If eyes could talk then mines would tell ya that I'm feeling you. Sometimes I swear your eyes be telling me the same thing. She **** with small town niggas, I got bigger dreams. She **** with small town niggas, I got bigger dreams (listen). She **** with small town niggas, I got bigger dreams. She **** with small town niggas, I got bigger dreams (listen). Club jumping, don't stop (off top). But you know we only go 'till 2 o'clock. Put yo mother****in' hood up, this the weekend. Drop that, back that ass up and bitches get to freaking. Last call at the bar ladies get a drink, nigga get some balls. Ain't no telling you gonna see that bitch tomorrow. Stop holding up the wall waiting for the right song. Better holla cause you know they bout to cut the lights on. And put my number in it—. I'm staring at you from afar, I'm wondering about you. Like, where you from and who you are?. Cause you a star—no, not the type that snort the white lines. I mean the type to light, the night time, I heard you got a man. But who in their right mind letting you out the house alone?. Tell me is your house a home?. Why you in the club looking like you out to zone?. I be discreet and pull out your phone and put my number in it. Text a nigga when your man leave you unattended. On a scale from 1 to 10 that girl's a hundred and I want it. No question, I know destiny well. And though I sin the Lord blessing me still. Every saint got a past, every sinner got a future. Every loser gotta win and every winner gotta lose someday. They say it's just a matter of time. And if I had my way then you would be mine. She **** with small town niggas, I got bigger dreams. She **** with small town niggas, I got bigger dreams (listen). She **** with small town niggas, I got bigger dreams. She **** with small town niggas, I got bigger dreams (listen). Club jumping, don't stop (off top). But you know we only go 'till 2 o'clock. Put yo mother****in' hood up, this the weekend. Drop that, back that ass up and bitches get to freaking. Last call at the bar ladies get a drink, nigga get some balls. Ain't no telling you gonna see that bitch tomorrow. Stop holding up the wall waiting for the right song. Better holla cause you know they bout to cut the lights on. I know you were made for me but. Darling don't you wait for me. Cause I can see the promise land. But I can't do no promising. I know you were made for me but. Darling don't you wait for me. Cause I can see the promise land. But I can't do no promising. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it. Aye, put a finger in the sky if you want it nigga. Aye, put two fingers in the sky if you want it.",0.525,0.6375
425,"I''m waking up to ash and dust,. I wipe my brow and I sweat my rust,. I''m breathing in, the chemicals, gahh ahhh.. I''m breaking in, shaping up,. then checking out on the prison bus.. This is it, the apocalypse, woah.. I''m waking up, I feel it in my bones. Enough to make my systems go. Welcome to the new age, to the new age.. Welcome to the new age, to the new age.. Woah, woah, I''m radioactive, radioactive.. Woah, woah, I''m radioactive, radioactive.. I raise my flag and dye my clothes,. It''s a revolution I suppose.. We''re painted red, to fit right in, woah.. I''m breaking in, shaping up,. then checking out on the prison bus.. This is it, the apocalypse, woah.. I''m waking up, I feel it in my bones. Enough to make my systems go. Welcome to the new age, to the new age.. Welcome to the new age, to the new age.. Woah, woah, I''m radioactive, radioactive.. Woah, woah, I''m radioactive, radioactive.. All systems go, sun hasn''t died.. Deep in my bones, straight from inside.. I''m waking up, I feel it in my bones. Enough to make my systems go. Welcome to the new age, to the new age.. Welcome to the new age, to the new age.. Woah, woah, I''m radioactive, radioactive.. Woah, woah, I''m radioactive, radioactive..",0.95,0.8125
169,You Should Be Here - Cole Swindell. It's perfect outside. It's like god let me die. Love the weather. Got the whole crew here. I ain't seen some of them in forever. It's one of those never forget it. Better stop and take it in kind of scenes. Everything's just right yeah except for one thing. You should be here. Standing with your arm around me here. Comin' up crackin' a cold beer. Saying cheers. Hey y'all it's sure been a good year. It's one of those moments. It's got your name written all over it. And you know that if I had just one wish. It'd be that you didn't have to miss this. You should be here. You'd be takin' way too many pictures on your phone. Showin' 'em off to everybody. That you know back home. And even some you don't yeah. They say now you're in a better place. And I would be too if I could see your face. You should be here. Standin' with your arm around me here. Comin' up crackin' a cold beer. Sayin' cheers. Hey y'all it's sure been a good year. It's one of those moments. It's got your name written all over it. And you know that if I had just one wish. It'd be that you didn't have to miss this. Oh you should be here. You'd be lovin' this. You'd be freakin' out. You'd be smilin'. Yeah I know you'd be all about. What's going on right here right now. God I wish somehow you could be here. Oh you should be here. Yeah this is one of those moments. It's got your name written all over it. And you know that if I had just one wish. It'd be that you didn't have to miss this. Oh you should be here. You should be here.,0.675,0.6
83,"Hey. Tick tock, I'm on the clock. And I'm feeling like this job's just 9 to 5'in my life away. It's like I'm back in school and I'm in the last class. And I'm passing time until the bell ring. Havin' visions of summertime. Wait a minute now. That's just later tonight. Tan legs and tailgating, it's all up in the moonlight. And by the way, loosin' up its pay day. Live it up for the weekend. Pour it up, have the time of your life. Take a shot for the regrets. Double up and it's bound to get buck wild. Hey ladies, let your hair down. We know ain't nobody scared now, hell nah. Just do your thing like it's spring break. Wake and bake and we're at it again. We live it up for the weekend. Backwoods looking like Panama City. A bunch of jacked up trucks and bikinis. Got a Yeti full of good ideas. Like I ain't worried 'bout drivin, I'mma stay right here. And I'mma live it up for the weekend. Pour it up, have the time of your life. Take a shot for the regrets. Double up and it's bound to get buck wild. Hey ladies, let your hair down. We know ain't nobody scared now, hell nah. Just do your thing like it's spring break. Wake and bake and we're at it again. We live it up for the weekend. Somebody said something 'bout church on Sunday, Amen. Somebody said something 'bout work on Monday. Shhh, don't say it again. Live it up for the weekend. Pour it up, have the time of your life. Take a shot for the regrets. Double up and it's bound to get buck wild. Hey ladies, let your hair down. We know ain't nobody scared now, hell nah. Just do your thing like it's spring break. Wake and bake and we're at it again. We live it up for the weekend. Live it up, live it up for the weekend. Live it up for the weekend. Live it up, live it up for the weekend. Live it up, live it up. It's the weekend.",0.775,0.725
141,"You ain't the girl that you used to be. You say you're done, you're moving on. This ain't the world that it used to be. Looks like you've won, looks like you've won. Sick of leaving messages on your cell. But you never ******* with none of them. Girl you had somebody that really cared. How you ******* it up, girl it's not fair. You used to be the one to talk to on the side. Waiting for my love to break up. It's crazy how your ass can walk through every night. Acting like you been a player. That grass ain't greener on the other side. Oh yeah. That grass ain't greener on the other side. Oh yeah. Seems like ain't nothing cool about being real. No one's honest about what they feel. Take a hoe and try to treat her well. She'll be back up at the club again. I know what you want, but you're not gon' get it. That's enough for sure that you ******* with me. You do what you want with somebody else. I'm gone, baby. You used to be the one to talk to on the side. Waiting for my love to break up. It's crazy how your ass can walk through every night. Acting like you been a player. That grass ain't greener on the other side. I've been there. Oh yeah. I've been there. That grass ain't greener on the other side. Oh yeah,oh yeah. My homie said I need to stop it. My momma said *******es be watching you. They gon' put their hand all in your pocket. For the credit card that's in your wallet. Drinking liquor when we celebrating. Calculating all my funds. Tryna get a ******* take the condom off. Cause she want that tax every month, woo. I know what you want, but you're not gon' get it. Take my kindness for weakness when you acting silly. Keeping it 100 ain't your forté. You used to be. You used to be the one to talk to on the side. Waiting for my love to break up. It's crazy how your ass can walk through every night. Acting like you been a player. That grass ain't greener on the other side. Oh yeah, oh yeah oh. That grass ain't greener on the other side. Yeah yeah, Oh yeah. Other side.",0.5375,0.65
627,"Hadn't had a good time. Since you know when. Got talked into goin' out. With hopes you were stayin' in. I was feeling like myself for the first time. In a long time. 'Till I bumped into some of your friends. Over there talkin' to mine. Then you roll in with your hair in the wind. Baby without warning. I was doin' alright but just your sight. Had my heart stormin'. The moon went hiding. Stars quit shining. Rain was dropping. Thunder 'n lightning. You wrecked my whole world when you came. And hit me like a hurricane. You hit me like a hurricane. Knew it was gonna be a long night. From the moment when. We locked eyes over whiskey on ice. Talkin' 'bout us again. If I woulda just layed my drink down. And walked out. I wouldn't be in my truck. Driving us to your house. But you rolled in with your hair in the wind. Baby without warning. I was doin alright but just your sight. Had my heart stormin'. The moon went hiding. Stars quit shining. Rain was dropping. Thunder 'n lightning. You wrecked my whole world when you came. And hit me like a hurricane. You hit me like a hurricane. Yeah we go to five. With your smile, blew me away. And girl it ain't but midnight. She gon' kill the lights. Bring my heart back to your bedside. . Then you roll in with your hair in the wind. Baby without warning. I was doin' alright but just your sight. Had my heart stormin'. The moon went hiding. Stars quit shining. Rain was dropping. Thunder 'n lightning. You wrecked my whole world when you came. And hit me like a hurricane. You hit me like a hurricane. Hit me like a hurricane. . .",0.6125,0.675
54,"oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. I feel like new sunglasses, like a brand new pair of jeans. I feel like taking chances, I feel a lot like seventeen. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. I feel like windows rolled down, new city, streets and cabs. I feel like anything can happen, laughing. You take me right back, when we were kids. Never thought I'd feel like this. Like when I close my eyes and don't even care if anyone sees me dancing. Like I can fly, and don't even think of touching the ground. Like a heartbeat skip, like an open page. Like a one way trip on an aeroplane. It's the way that I feel when I'm with you, brand new. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. Brand new. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. I feel like a young John Cusack, like making big mistakes. I feel like for the first time in a long time I am not afraid. I feel like a kid, never thought it'd feel like this. Like when I close my eyes and don't even care if anyone sees me dancing. Like I can fly, and don't even think of touching the ground. Like a heartbeat skip, like an open page. Like a one way trip on an aeroplane. It's the way that I feel when I'm with you,. brand new. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. Time will always try to make us fold. You remind me what I used to know. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. Like when I close my eyes and don't even care if anyone sees me dancing. Like I can fly, and don't even think of touching the ground. Like a heartbeat skip, like an open page. Like a one way trip on an aeroplane. It's the way that I feel when I'm with you, brand new. Brand new, yeah, yeah, yeah. oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh. I feel. And I feel. And I feel brand new. I feel brand new. I feel brand new.",0.875,0.775
814,"Got a girl from the south side, got braids in her hair. First time I seen her walk by, man I 'bout fell off my chair. Had to get her number, it took me like six weeks. Now me and her go way back like Cadillac seats. Body like a back road, drivin' with my eyes closed. I know every curve like the back of my hand. Doin' 15 in a 30, I ain't in no hurry. I'ma take it slow just as fast as I can. . The way she fit in them blue jeans, she don't need no belt. But I can turn them inside out, I don't need no help. Got hips like honey, so thick and so sweet. It ain't no curves like hers on them downtown streets. Body like a back road, drivin' with my eyes closed. I know every curve like the back of my hand. Doin' 15 in a 30, I ain't in no hurry. I'ma take it slow just as fast as I can. . We're out here in the boondocks. With the breeze and the birds. Tangled up in the tall grass. With my lips on hers. On the highway to heaven. Headed south of her smile. Get there when we get there. Every inch is a mile. Body like a back road, drivin' with my eyes closed. I know every curve like the back of my hand. Doin' 15 in a 30, I ain't in no hurry. I'ma take it slow just as fast as I can. I'ma take it slow. As fast as I can. Body like a back road. Drivin' with my eyes closed. I know every curve like the back of my hand.",0.7125,0.7375
6,"Yeah, Yeah, Yeah. I pull up roll the window down and. (pop pop pop pop pop). I pull up roll the window down and. (pop pop pop pop pop). I pull up roll the window down and. (pew pew pew). I just bought a pistol it got 30 rounds in it. Pull up at yo momma house and put some rounds in it. Wet a ***** block and watch them *****s drown in it. Hunnid round drum gun a ***** down with it. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. I'm on that Slaughter Gang *****t. Take a ***** *****. ***** yous a ***** cuz I ran off with ya *****t. I'm a real right blood and these *****s counterfeit. You don't pull up on the Ave ***** boy you get dipped. I bought a brand new drop and then I poured me up some drop. Young Savage real street ***** ya'll ain't on no block. ***** keep your legs closed cuz all I want is top. I pull up and pew pew pew y'all gone call the cops. 21. I just bought a pistol it got 30 rounds in it. Pull up at yo momma house and put some rounds in it. Wet a ***** block and watch them *****s drown in it. Hunnid round drum gun a ***** down with it. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. Two guns up. I don't give a *****. I'm a big dog lil' ***** you a pup. Pull up on ya spot walk up on it shoot it up. Yo ***** she on the molly yeah I got her booted up. You said you was trappin' but I heard thats a lie. Baking soda cold water cut the stove on scrape the side. You can keep the skinny ***** cuz I like a fat ass and thighs. ***** I'm young savage yo baby daddy know not to try. I just bought a pistol it got 30 rounds in it. Pull up at yo momma house and put some rounds in it. Wet a ***** block and watch them *****s drown in it. Hunnid round drum gun a ***** down with it. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. I'm on that Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t. Slaughter Gang *****t, Murder Gang *****t.",0.5125,0.35
40,. Tale as old as time. True as it can be. Barely even friends. Then somebody bends. Unexpectedly. Just a little change. Small to say the least. Both a little scared. Neither one prepared. Beauty and the beast. Ever just the same. Ever a surprise. Ever as before and ever just as sure as the sun will rise. . Ever just the same. Ever a surprise. Ever as before. And ever just as sure. As the sun will rise. Tale as old as time. Tune as old as song. Bitter sweet and strange. Finding you can change. Learning you were wrong. . Certain as the sun. Certain as the sun. Rising in the east. Tale as old as time. Song as old as rhyme. Beauty and the beast. Tale as old as time. Song as old as rhyme. Beauty and the beast.,0.375,0.6625
68,". Do, re, mi, fa, so. Yeah, yeah, yeah, oh. It's Gucci. Do, re, mi, fa, so. Yeah, yeah, yeah. . [Verse 1: blackbear. Yeah, if I could go back to the day we met. I probably would just stay in bed. You run your mouth all over town. And this one goes out to the sound. Of breaking glass on my Range Rover. Pay me back or bitch, it's over. All the presents I would send. **** my friends behind my shoulder. Next time I'ma stay asleep. I pray the Lord my soul to keep, oh. . [Pre-Chorus: blackbear. And you got me thinking lately. Bitch, you crazy. And nothing's ever good enough. I wrote a little song for ya. It go like. . [Chorus: blackbear. Do, re, mi, fa, so ****in' done with you, girl. So ****in' done with all the games you play. I ain't no Tic-tac-toe. Send the X and O's on another note. I'm do, re, mi, fa, so ****in' done with you, baby. So send the X and O's on another note, I'm ghost. (Yeah, yeah, yeah, oh). . [Verse 2: Gucci Mane. Ha, it's Guwop. Do re mi, baby, don't play me. I'm a black beatle like Jimmy, Swae Lee. Screaming ""**** 12"" in my brand new V. Just bought a time piece for my new dime piece. When I'm balling, don't stall it, put your all in. Stop talking, gotta crawl in before you walking. On the weekend, spending front end and the back end. Booty so big, got me thinking 'bout a lap dance. [?. New thang, new frame, new eyelashes. Brand new swag, wearing brand new fashion. That's what you get for doing all that camping. Blackbear with me and we in the state trapping. This'll make a old legend start back rapping. This'll make a [?. I'ma beat it up like my name Joe Jackson. (It's Gucci). . [Chorus: blackbear. Do, re, mi, fa, so ****in' done with you, girl. So ****in' done with all the games you play. I ain't no Tic-tac-toe. Send the X and O's on another note. I'm do, re, mi, fa, so ****in' done with you, baby. So send the X and O's on another note, I'm ghost. (Yeah, yeah, yeah, oh). . [Verse 3: blackbear. If I could go back to the day we met. I probably would've stayed in bed. You wake up everyday. And make me feel like I'm incompetent. Designer shoes and Xanax tabs. Compliments your make-up bag. You never had to buy yourself a drink. 'Cause everybody want to tap that ass sometime. . [Pre-Chorus: blackbear. And you got me thinking lately. Bitch, you crazy. And nothing's ever good enough. I wrote a little song for ya. It go like. . [Chorus: blackbear. Do, re, mi, fa, so ****in' done with you, girl. So ****in' done with all the games you play. I ain't no Tic-tac-toe. Send the X and O's on another note. I'm do, re, mi, fa, so ****in' done with you, baby. So send the X and O's on another note, I'm ghost. (Yeah, yeah, yeah, oh). . [Outro: blackbear. (So send the X and O's on another note, I'm). Do, re, mi, fa, so. (Yeah, yeah, yeah). So send the X and O's on another note, I'm ghost.",0.65,0.575
828,"Cuando estás bien te alejas de mí. Te sientes sola y siempre estoy ahí. Es una guerra de toma y dame. Pues dame de eso que tiene ahí. Oye baby no seas mala. no me dejes con las ganas. Se escucha en la calle. que ya no me quieres ven y dímelo en la cara. Pregúntale a quien tu quieras. Vida te juro que eso no es así. Yo nunca tuve una mala intención. Yo nunca quise burlarme de ti. Conmigo ves. Nunca se sabe. Un día digo que no y otro que sí. Yo soy masoquista. Y con mi cuerpo un egoísta. Tu eres puro, puro chantaje. Puro, puro chantaje. Siempre es a tu manera. Yo te quiero aunque no quieras. Tu eres puro chantaje. Puro, puro chantaje. Vas libre como el aire. No soy de ti ni de nadie. Cómo tu me tientas. Cuando tu te mueves. Esos movimientos sexys. siempre me entretienen. Sabes manipularme bien con tus caderas. No sé porque me tienes en lista de espera. Te dicen por ahí que voy haciendo y deshaciendo. Que salgo cada noche. Que te tengo ahí sufriendo. Que en esta relación. Soy yo la que manda. No pares bola a toda esa mala propaganda. Papapa que te digo na. Te comen el oído. No vaya a enderezar lo que no se ha torcido. Y como loco sigo tras de ti. Muriendo por ti. Dime que hay pa’ mi bebe. Que?. Pregúntale a quien tu quieras. Vida te juro que eso no es así. Yo nunca tuve una mala intención. Yo nunca quise burlarme de ti. Conmigo ves. Nunca se sabe. Un día digo que no y otro que si. Yo soy masoquista. Y con mi cuerpo un egoísta. Tu eres puro, puro chantaje. Puro, puro chantaje. Siempre es a tu manera. Yo te quiero aunque no quieras. Tu eres puro chantaje. Puro, puro chantaje. Vas libre como el aire. No soy de ti ni de nadie Eh-eh-eh-eh. Nadie-eh-eh-eh. Nadie-eh-eh-eh. Nadie…. Con mi cuerpo un egoísta. Tu eres puro chantaje. Puro, puro chantaje. Siempre es a tu manera. Yo te quiero aunque no quieras. Tu eres puro chantaje. Puro, puro chantaje. Vas libre como el aire. No soy de ti ni de nadie Eh-eh-eh-eh. Nadie-eh-eh-eh. Nadie-eh-eh-eh. Nadie…eh..eh... All right all right baby. Shakira…Maluma. Pretty boy. You’re my baby lover. Colombia…You feel me. Pretty boy.",0.65,0.6
196,How bow dah. How bow dah. Yep. . How bow dah. How bow dah. How bow dah. How bow dah. . Cash me ousside how bow dah. Cash me ousside how bow dah. Cash me ousside how bow dah. How bow how bow dah. Cash me ousside. Cash me ousside. Cash me ousside how bow dah. Cash me ousside. Cash me ousside. Cash me ousside how bow dah. . The hoes are laughing. Yep. The hoes are laughing. Yep. The hoes are laughing. So the audience are bunch of hoes. Yep. What does that mean?. What I just said. What does that mean?. What I just said. What does that mean?. What does that mean?. What I just said. Sit down. . Cash me ousside how bow dah. How bow dah how bow dah. Cash me ousside how bow dah. How bow how bow dah. Cash me ousside how bow dah. How bow dah how bow dah. Cash me ousside how bow dah. How bow how bow dah. How bow dah. Cash me ousside how bow dah. Cash me ousside how bow dah. Cash me ousside how bow dah. How bow dah how bow dah. Cash me ousside. Cash me ousside. Cash me ousside how bow dah. Cash me ousside. Cash me ousside. Cash me ousside how bow dah. . How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow dah. How bow how bow dah. How bow dah. How bow dah.,0.4375,0.3625
